LineNum	ActionType	line string	CurrentCount1357	First line deleted.	<Entry TID="449" language="de" translation="http://www.geo.admin.ch"/>
1
1361	First line deleted.	<Entry TID="451" language="de" translation=""/>
2
1666	First line deleted.	<Entry TID="538" language="de" translation="Untersuchungsgebiet (fl&#228;chenhaft)"/>
3
1784	First line deleted.	<Entry TID="573" language="de" translation=""/>
4
3381	First line deleted.	<Entry TID="946" language="de" translation="Fl&#228;chengeometrie des Untersuchungsgebietes"/>
5
3757	First line deleted.	<Entry TID="1030" language="de" translation="Geometry"/>
6
5156	First line deleted.	<Entry TID="1312" language="de" translation="StudyArea"/>
7
6632	First line deleted.	<Entry TID="1684" language="de" translation="Point2D_"/>
8
9178	First line deleted.	<Entry TID="2196" language="de" translation="Datenmodell f&#252;r die Dokumente im weiteren Sinne. Dokumente in diesen Kontext beinhalten:&#10;- Berichte (PDF-Format)&#10;- Digitale Dokumente (Files), wie z.B. ASCII, xlsx, docx, shp, ...&#10;- ...&#10;&#10;Umbenennung in &quot;DM Geological Assets&quot;&#10;oder&#10;&quot;Datenmodell Geologische Dateien&quot;&#10;&#10;https://de.wikipedia.org/wiki/Digital-Asset-Management"/>
9
9182	First line deleted.	<Entry TID="2198" language="de" translation="mailto:U80773132@localhost"/>
10
9319	First line deleted.	<Entry TID="2236" language="de" translation="Geometry"/>
11
10172	First line deleted.	<Entry TID="2419" language="de" translation="Datum der Publikation"/>
12
11605	First line deleted.	<Entry TID="2725" language="de" translation="Datum (Format: dd.mm.yyyy) der Erstellung des&#10;Assets.&#10;Bemerkung: Liegt kein Dokumentdatum vor, gilt&#10;01.01.1111. Ist nur das Jahr bekannt, gilt:&#10;01.01.yyyy, Ist nur Monat und Jahr bekannt, gilt:&#10;01.mm.yyyy"/>
13
13068	First line deleted.	<Entry TID="2999" language="de" translation="Sprache in der das Asset vorliegt"/>
14
13721	First line deleted.	<Entry TID="3097" language="de" translation="MyModelTemplate"/>
15
15832	First line deleted.	<Entry TID="3534" language="de" translation="Language"/>
16
22844	First line deleted.	<Entry TID="5298" language="de" translation="EnumElement98"/>
17
24426	First line deleted.	<Entry TID="5616" language="de" translation="Diagram6"/>
18
28654	First line deleted.	<Entry TID="6519" language="de" translation="Untersucungsabschnitt (linienf&#246;rmig)"/>
19
30325	First line deleted.	<Entry TID="6831" language="de" translation="2019-02-15"/>
20
30548	First line deleted.	<Entry TID="6872" language="de" translation="2012-02-02"/>
21
-----------------------------------
Total count of actions: 21
-----------------------------------